,oak_count,oak_score,oak_mentions_count,black_fruit_count,black_fruit_score,black_fruit_mentions_count,earth_count,earth_score,earth_mentions_count,red_fruit_count,red_fruit_score,red_fruit_mentions_count,spices_count,spices_score,spices_mentions_count,microbio_count,microbio_score,microbio_mentions_count,floral_count,floral_score,floral_mentions_count,tree_fruit_count,tree_fruit_score,tree_fruit_mentions_count,dried_fruit_count,dried_fruit_score,dried_fruit_mentions_count,vegetal_count,vegetal_score,vegetal_mentions_count,non_oak_count,non_oak_score,non_oak_mentions_count,citrus_fruit_count,citrus_fruit_score,citrus_fruit_mentions_count,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,calculated_structure_count,tropical_fruit_count,tropical_fruit_score,tropical_fruit_mentions_count
4007930,4.0,587.0,7.0,4.0,887.0,9.0,4.0,118.0,1.0,2.0,113.0,1.0,1.0,18.0,0.0,1.0,100.0,1.0,,,,,,,,,,,,,4.0,77.0,0.0,,,,3.0541935,,4.5880647,2.0093548,3.9119353,0.0,3.0,,,
1397524,22.0,2075.0,23.0,29.0,4161.0,42.0,20.0,1876.0,19.0,13.0,1339.0,13.0,22.0,2503.0,25.0,1.0,100.0,1.0,,,,,,,2.0,291.0,3.0,,,,13.0,455.0,2.0,1.0,100.0,1.0,3.5433395,,4.9612904,1.7573814,3.851404,3.0,53.0,,,
99221,102.0,11512.0,122.0,89.0,13127.0,133.0,72.0,7988.0,83.0,35.0,3042.0,29.0,60.0,4955.0,50.0,7.0,401.0,3.0,7.0,800.0,8.0,,,,12.0,1004.0,10.0,4.0,163.0,1.0,59.0,1308.0,4.0,,,,3.409779,,4.7369113,1.7617829,3.6047013,92.0,190.0,,,
2371202,19.0,2482.0,25.0,9.0,926.0,10.0,14.0,1625.0,19.0,12.0,1448.0,14.0,12.0,753.0,7.0,3.0,150.0,1.0,2.0,200.0,2.0,,,,10.0,917.0,9.0,1.0,100.0,1.0,13.0,466.0,3.0,1.0,100.0,1.0,2.3714128,,4.5976453,3.1555574,2.3042073,15.0,40.0,1.0,33.0,0.0
1667439,51.0,5519.0,57.0,55.0,7000.0,71.0,29.0,2430.0,27.0,50.0,5243.0,51.0,32.0,2604.0,25.0,6.0,349.0,2.0,5.0,600.0,6.0,1.0,100.0,1.0,12.0,1148.0,12.0,2.0,200.0,2.0,25.0,507.0,3.0,,,,,,,,,,,1.0,100.0,1.0
1874188,51.0,6923.0,72.0,44.0,7343.0,75.0,31.0,2393.0,25.0,15.0,836.0,7.0,21.0,1325.0,15.0,3.0,233.0,2.0,5.0,500.0,5.0,,,,5.0,321.0,3.0,,,,33.0,626.0,1.0,,,,3.771707,,4.6608486,1.6246922,3.424179,28.0,64.0,2.0,200.0,2.0
1897234,38.0,4019.0,39.0,27.0,3242.0,33.0,20.0,1995.0,24.0,20.0,2242.0,22.0,22.0,1198.0,12.0,4.0,266.0,2.0,,,,,,,2.0,107.0,1.0,,,,24.0,431.0,2.0,,,,3.1854866,,4.8609,2.0622568,3.1747515,39.0,65.0,,,
5786080,1.0,100.0,1.0,,,,,,,1.0,100.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938434,10.0,866.0,9.0,6.0,600.0,6.0,6.0,276.0,3.0,1.0,100.0,1.0,2.0,106.0,1.0,2.0,200.0,2.0,,,,,,,,,,,,,5.0,52.0,0.0,,,,2.7318752,,3.6969442,1.0877084,3.4118054,2.0,15.0,,,
5362387,24.0,2691.0,31.0,23.0,3910.0,40.0,15.0,1166.0,10.0,16.0,1658.0,16.0,9.0,912.0,9.0,2.0,66.0,0.0,,,,,,,4.0,232.0,2.0,,,,15.0,465.0,3.0,,,,3.453176,,4.691803,1.5880997,3.4228709,27.0,36.0,,,
735985,70.0,8396.0,89.0,66.0,9632.0,98.0,40.0,3756.0,39.0,33.0,2736.0,26.0,33.0,2877.0,30.0,3.0,300.0,3.0,6.0,700.0,7.0,1.0,100.0,1.0,4.0,232.0,2.0,4.0,400.0,4.0,44.0,771.0,0.0,1.0,100.0,1.0,3.429876,,4.654582,1.5605257,3.2496176,86.0,111.0,,,
2330420,40.0,4266.0,47.0,23.0,3148.0,32.0,23.0,2162.0,21.0,20.0,1852.0,18.0,8.0,718.0,7.0,3.0,82.0,0.0,1.0,100.0,1.0,,,,2.0,182.0,2.0,1.0,100.0,1.0,21.0,390.0,1.0,,,,3.4922042,,4.683642,1.5960064,3.4219172,40.0,44.0,,,
1868630,30.0,4193.0,44.0,25.0,3753.0,38.0,24.0,2170.0,23.0,14.0,1242.0,12.0,21.0,1371.0,14.0,4.0,283.0,2.0,2.0,200.0,2.0,2.0,200.0,2.0,2.0,196.0,2.0,3.0,300.0,3.0,21.0,492.0,2.0,,,,3.388807,,4.576162,1.7750311,3.327417,29.0,46.0,1.0,100.0,1.0
1983498,57.0,6710.0,77.0,38.0,5672.0,57.0,69.0,9532.0,97.0,18.0,1739.0,17.0,35.0,3616.0,35.0,20.0,1079.0,6.0,11.0,1200.0,12.0,14.0,1700.0,17.0,2.0,380.0,4.0,6.0,240.0,2.0,43.0,1232.0,7.0,3.0,500.0,5.0,3.5690079,,4.629015,1.8070091,4.0835047,14.0,82.0,3.0,300.0,3.0
1124678,78.0,8990.0,93.0,90.0,14636.0,148.0,63.0,7857.0,83.0,46.0,4759.0,46.0,52.0,4711.0,49.0,9.0,593.0,4.0,7.0,625.0,6.0,3.0,300.0,3.0,7.0,596.0,6.0,2.0,125.0,1.0,51.0,1108.0,4.0,3.0,300.0,3.0,3.5114405,,4.7283177,1.8045138,3.5343957,19.0,172.0,,,
1489820,20.0,2275.0,23.0,10.0,1020.0,10.0,21.0,2321.0,25.0,8.0,713.0,7.0,7.0,381.0,4.0,4.0,333.0,3.0,,,,,,,4.0,367.0,4.0,,,,15.0,490.0,3.0,2.0,200.0,2.0,3.8588974,,3.7335398,1.7211607,3.5923595,13.0,33.0,,,
1101360,19.0,1795.0,20.0,16.0,1961.0,20.0,21.0,2261.0,24.0,15.0,1339.0,13.0,12.0,1077.0,11.0,4.0,150.0,0.0,2.0,125.0,1.0,,,,,,,5.0,475.0,5.0,13.0,317.0,1.0,,,,,,,,,,,,,
4092868,33.0,4285.0,47.0,29.0,5383.0,55.0,28.0,2869.0,28.0,16.0,1217.0,11.0,20.0,1279.0,14.0,2.0,200.0,2.0,4.0,250.0,2.0,1.0,100.0,1.0,2.0,182.0,2.0,3.0,150.0,1.0,21.0,485.0,1.0,,,,3.3732934,,4.7556643,1.6658579,3.2630258,52.0,39.0,,,
1193189,15.0,1860.0,22.0,15.0,1987.0,20.0,10.0,658.0,6.0,7.0,613.0,6.0,11.0,560.0,5.0,,,,,,,,,,,,,1.0,20.0,0.0,11.0,302.0,1.0,,,,3.364375,,4.575737,1.6658814,3.4398878,21.0,28.0,,,
4443335,1.0,200.0,2.0,2.0,400.0,4.0,1.0,100.0,1.0,3.0,600.0,6.0,,,,,,,,,,1.0,100.0,1.0,,,,,,,,,,,,,2.5859513,,4.6822267,1.4554049,3.6275911,29.0,4.0,,,
1256411,41.0,5025.0,53.0,18.0,2303.0,24.0,25.0,2572.0,26.0,13.0,1081.0,10.0,12.0,1048.0,11.0,6.0,295.0,2.0,3.0,225.0,2.0,1.0,100.0,1.0,4.0,416.0,4.0,4.0,95.0,1.0,26.0,940.0,7.0,1.0,100.0,1.0,3.8636963,,3.3518012,1.7552459,3.4178429,30.0,36.0,,,
1721323,20.0,2500.0,26.0,7.0,1487.0,15.0,8.0,766.0,8.0,8.0,913.0,9.0,6.0,224.0,2.0,3.0,166.0,1.0,,,,,,,1.0,100.0,1.0,1.0,100.0,1.0,10.0,544.0,5.0,,,,3.1494946,,4.5049844,1.4666604,3.4717684,76.0,19.0,,,
1170048,25.0,2663.0,29.0,8.0,1034.0,11.0,17.0,1571.0,15.0,4.0,145.0,1.0,9.0,690.0,8.0,3.0,300.0,3.0,,,,1.0,100.0,1.0,5.0,612.0,6.0,,,,17.0,352.0,1.0,,,,2.3629694,,4.9328823,3.2632205,2.7063212,33.0,37.0,2.0,233.0,2.0
1252769,27.0,3459.0,37.0,19.0,2234.0,23.0,16.0,1887.0,19.0,8.0,385.0,3.0,11.0,1046.0,11.0,3.0,141.0,1.0,2.0,125.0,1.0,,,,5.0,281.0,3.0,1.0,25.0,0.0,16.0,484.0,3.0,,,,3.0063486,,4.8017173,2.3974044,3.225038,15.0,50.0,1.0,33.0,0.0
2151988,26.0,3444.0,34.0,20.0,2709.0,28.0,20.0,2218.0,27.0,16.0,1291.0,12.0,10.0,730.0,7.0,4.0,166.0,0.0,2.0,200.0,2.0,,,,1.0,91.0,1.0,2.0,200.0,2.0,18.0,351.0,1.0,,,,3.2469513,,4.8725357,1.602906,3.4080198,19.0,54.0,,,
3975772,,,,,,,1.0,100.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765577,29.0,3311.0,35.0,31.0,4175.0,43.0,18.0,1577.0,16.0,22.0,1520.0,14.0,14.0,1169.0,12.0,1.0,100.0,1.0,,,,2.0,200.0,2.0,3.0,196.0,2.0,2.0,200.0,2.0,15.0,452.0,2.0,,,,3.3348637,,4.7852073,1.365148,3.559929,27.0,47.0,1.0,100.0,1.0
7069,2938.0,378770.0,4043.0,2205.0,292175.0,2998.0,1277.0,93570.0,1001.0,1758.0,170032.0,1640.0,1634.0,80938.0,792.0,336.0,24645.0,191.0,83.0,6425.0,56.0,29.0,3000.0,30.0,352.0,26169.0,258.0,84.0,5308.0,43.0,1835.0,34102.0,100.0,33.0,3500.0,35.0,3.8610091,,4.875061,1.8083317,3.321359,1201.0,8368.0,9.0,766.0,7.0
91649,17.0,2602.0,30.0,16.0,2440.0,25.0,17.0,925.0,8.0,19.0,1755.0,17.0,10.0,1093.0,11.0,3.0,250.0,2.0,,,,,,,10.0,1005.0,10.0,,,,13.0,330.0,1.0,,,,2.4204166,,4.6055555,3.1360068,2.3385763,12.0,28.0,,,
1321789,29.0,3540.0,38.0,31.0,4361.0,44.0,19.0,1768.0,18.0,12.0,1139.0,11.0,10.0,944.0,10.0,3.0,158.0,1.0,2.0,200.0,2.0,,,,1.0,200.0,2.0,,,,15.0,390.0,1.0,1.0,100.0,1.0,3.3167677,,4.6626773,1.8357018,3.4418895,35.0,68.0,1.0,100.0,1.0
1587814,5.0,393.0,4.0,6.0,700.0,7.0,6.0,482.0,5.0,1.0,100.0,1.0,1.0,300.0,3.0,1.0,25.0,0.0,,,,,,,,,,,,,,,,1.0,100.0,1.0,3.0,,4.5511713,1.6140541,3.7553153,0.0,7.0,,,
1239473,17.0,1746.0,20.0,12.0,1574.0,16.0,16.0,1616.0,16.0,6.0,426.0,4.0,4.0,336.0,3.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,300.0,3.0,,,,1.0,20.0,0.0,13.0,182.0,0.0,,,,3.9815774,,4.9004273,1.5664973,3.7664707,1.0,42.0,,,
15292,205.0,20159.0,219.0,93.0,9939.0,104.0,198.0,21979.0,227.0,196.0,23988.0,236.0,92.0,9192.0,102.0,35.0,2064.0,10.0,48.0,4950.0,48.0,1.0,100.0,1.0,21.0,1355.0,13.0,25.0,1609.0,13.0,132.0,3265.0,13.0,15.0,1500.0,15.0,3.278416,,3.1679275,1.6289186,3.0024536,433.0,371.0,,,
2640383,43.0,6907.0,74.0,27.0,3715.0,38.0,21.0,2354.0,25.0,31.0,2897.0,28.0,23.0,1419.0,14.0,7.0,718.0,5.0,,,,2.0,200.0,2.0,20.0,2170.0,22.0,2.0,20.0,0.0,33.0,1300.0,9.0,,,,2.135086,,4.798201,3.4622288,2.0752757,43.0,88.0,,,
4588588,6.0,702.0,7.0,4.0,487.0,5.0,5.0,562.0,6.0,4.0,413.0,4.0,2.0,267.0,3.0,2.0,200.0,2.0,,,,,,,,,,,,,3.0,69.0,0.0,,,,,,,,,,,,,
1260935,22.0,2749.0,30.0,12.0,1687.0,17.0,14.0,1144.0,11.0,4.0,313.0,3.0,11.0,1020.0,11.0,3.0,48.0,0.0,1.0,100.0,1.0,,,,1.0,100.0,1.0,,,,14.0,239.0,0.0,,,,3.1199818,,4.73181,1.3247899,3.476874,7.0,59.0,,,
1424847,44.0,5978.0,65.0,46.0,6372.0,64.0,23.0,2824.0,30.0,18.0,2139.0,21.0,21.0,1393.0,14.0,6.0,399.0,3.0,6.0,600.0,6.0,,,,2.0,289.0,3.0,2.0,133.0,1.0,32.0,873.0,3.0,,,,3.3606362,,4.7564807,1.8156644,3.4570498,68.0,100.0,,,
1146362,46.0,5542.0,59.0,27.0,4335.0,44.0,27.0,2747.0,30.0,18.0,1565.0,15.0,21.0,1247.0,12.0,14.0,917.0,6.0,1.0,100.0,1.0,1.0,100.0,1.0,4.0,391.0,4.0,7.0,710.0,7.0,27.0,646.0,4.0,,,,4.224787,,4.2156987,1.445253,3.989909,29.0,88.0,,,
1440421,13.0,1700.0,19.0,16.0,2629.0,27.0,8.0,712.0,6.0,11.0,855.0,8.0,7.0,469.0,5.0,2.0,200.0,2.0,1.0,100.0,1.0,1.0,100.0,1.0,2.0,107.0,1.0,1.0,100.0,1.0,9.0,128.0,0.0,1.0,100.0,1.0,3.3342836,,4.8008475,1.9116666,3.4658186,29.0,35.0,,,
1956659,38.0,5885.0,61.0,35.0,6148.0,62.0,27.0,2787.0,30.0,14.0,1752.0,17.0,16.0,1162.0,12.0,4.0,333.0,3.0,3.0,300.0,3.0,,,,,,,2.0,40.0,0.0,23.0,693.0,3.0,1.0,100.0,1.0,3.3603382,,4.7988524,1.8704361,3.2280161,32.0,60.0,,,
1126965,78.0,9996.0,108.0,52.0,6742.0,69.0,50.0,4194.0,44.0,28.0,2616.0,25.0,41.0,3119.0,31.0,20.0,1357.0,10.0,4.0,500.0,5.0,,,,9.0,815.0,8.0,3.0,50.0,0.0,57.0,1511.0,9.0,1.0,100.0,1.0,2.7353005,,4.212539,1.6948352,3.5281687,43.0,110.0,,,
85944,74.0,8885.0,93.0,73.0,10319.0,105.0,62.0,5863.0,62.0,36.0,2849.0,27.0,35.0,3165.0,34.0,10.0,641.0,5.0,3.0,150.0,1.0,1.0,100.0,1.0,5.0,332.0,3.0,4.0,170.0,1.0,39.0,826.0,1.0,1.0,100.0,1.0,3.3966625,,4.7954173,1.5531623,3.4396784,74.0,164.0,,,
1579067,9.0,1055.0,11.0,1.0,200.0,2.0,6.0,533.0,6.0,3.0,300.0,3.0,4.0,218.0,2.0,3.0,233.0,2.0,,,,1.0,100.0,1.0,,,,1.0,100.0,1.0,7.0,161.0,1.0,,,,3.3483207,,4.7519083,1.228397,3.165878,2.0,22.0,,,
1264,310.0,40742.0,440.0,249.0,36641.0,368.0,168.0,14770.0,148.0,65.0,6334.0,61.0,160.0,14992.0,151.0,31.0,1873.0,12.0,18.0,1275.0,11.0,1.0,100.0,1.0,17.0,1789.0,19.0,17.0,1075.0,9.0,162.0,4009.0,16.0,8.0,800.0,8.0,3.3989134,,3.9831884,1.7125916,3.5283153,103.0,487.0,1.0,100.0,1.0
3547,42.0,5257.0,56.0,29.0,3772.0,38.0,28.0,2583.0,25.0,22.0,2139.0,21.0,12.0,976.0,12.0,6.0,415.0,3.0,3.0,250.0,2.0,,,,6.0,571.0,6.0,3.0,150.0,1.0,24.0,487.0,2.0,,,,3.3828034,,4.8426404,1.7130917,3.4443712,45.0,87.0,,,
1206286,71.0,8005.0,84.0,59.0,8844.0,90.0,47.0,5088.0,55.0,38.0,2856.0,27.0,34.0,3491.0,35.0,12.0,639.0,3.0,4.0,400.0,4.0,1.0,100.0,1.0,3.0,300.0,3.0,3.0,300.0,3.0,37.0,1077.0,6.0,1.0,100.0,1.0,3.2790391,,4.686303,1.6027255,3.28948,47.0,148.0,,,
1516045,2.0,84.0,1.0,1.0,100.0,1.0,3.0,216.0,2.0,,,,,,,,,,,,,,,,1.0,100.0,1.0,,,,,,,,,,2.1855223,,4.968806,3.272239,1.9772389,0.0,15.0,,,
1179603,442.0,47897.0,503.0,382.0,55995.0,563.0,385.0,40541.0,432.0,184.0,22583.0,222.0,176.0,10834.0,111.0,61.0,3876.0,25.0,38.0,3350.0,32.0,,,,21.0,2104.0,22.0,34.0,2390.0,23.0,278.0,5264.0,16.0,5.0,500.0,5.0,4.0472937,,4.2972684,1.5111277,4.27713,156.0,629.0,2.0,66.0,0.0
2246634,22.0,2573.0,28.0,20.0,3287.0,33.0,9.0,1471.0,16.0,7.0,1013.0,10.0,9.0,624.0,6.0,3.0,75.0,0.0,4.0,500.0,5.0,,,,,,,,,,14.0,357.0,1.0,,,,,,,,,,,1.0,100.0,1.0
1210007,3.0,275.0,3.0,4.0,587.0,6.0,4.0,297.0,3.0,1.0,13.0,0.0,,,,,,,,,,,,,2.0,200.0,2.0,,,,2.0,28.0,0.0,,,,2.3749726,,4.497747,3.418819,2.1667309,18.0,8.0,,,
3622952,48.0,5512.0,61.0,33.0,4527.0,46.0,36.0,2507.0,26.0,20.0,1868.0,18.0,26.0,1083.0,10.0,2.0,83.0,0.0,,,,1.0,100.0,1.0,3.0,205.0,2.0,1.0,100.0,1.0,34.0,615.0,1.0,,,,3.4870653,,4.883143,1.4328678,3.5219142,38.0,89.0,,,
1666199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,4.5,1.3939394,3.74,0.0,5.0,,,
4092958,16.0,1951.0,22.0,15.0,2087.0,21.0,12.0,931.0,9.0,13.0,1713.0,17.0,12.0,1122.0,12.0,1.0,16.0,0.0,2.0,125.0,1.0,,,,,,,1.0,45.0,0.0,11.0,210.0,0.0,,,,3.912796,,4.9076324,1.6569773,3.2003527,10.0,31.0,,,
2430168,108.0,11183.0,121.0,74.0,9742.0,100.0,99.0,11734.0,128.0,79.0,7792.0,75.0,41.0,3124.0,30.0,20.0,1158.0,5.0,13.0,1500.0,15.0,,,,16.0,1503.0,16.0,6.0,520.0,5.0,67.0,1544.0,3.0,3.0,300.0,3.0,3.9302137,,3.1654012,1.7343941,3.6804304,65.0,177.0,,,
4564679,14.0,1251.0,15.0,8.0,855.0,9.0,8.0,550.0,6.0,25.0,3429.0,34.0,11.0,649.0,7.0,2.0,100.0,0.0,4.0,425.0,4.0,2.0,200.0,2.0,2.0,107.0,1.0,5.0,425.0,4.0,11.0,209.0,0.0,7.0,700.0,7.0,3.497807,,3.0610309,1.6064811,2.2095582,21.0,29.0,2.0,300.0,3.0
1266433,28.0,3279.0,34.0,19.0,2836.0,29.0,15.0,1030.0,11.0,12.0,1032.0,10.0,9.0,857.0,9.0,,,,,,,,,,6.0,432.0,4.0,,,,13.0,234.0,0.0,1.0,100.0,1.0,3.8377779,,4.9671717,1.6601009,3.5578792,2.0,46.0,,,
3238702,5.0,629.0,7.0,7.0,1100.0,11.0,5.0,662.0,7.0,2.0,200.0,2.0,2.0,106.0,1.0,1.0,100.0,1.0,,,,,,,,,,1.0,120.0,1.0,4.0,83.0,0.0,,,,3.929649,,4.9247365,2.012193,3.6321929,3.0,9.0,,,
1631901,146.0,16554.0,182.0,124.0,19267.0,195.0,109.0,10734.0,107.0,37.0,3101.0,29.0,58.0,4236.0,46.0,13.0,701.0,4.0,13.0,1100.0,10.0,1.0,100.0,1.0,3.0,214.0,2.0,12.0,820.0,7.0,90.0,1873.0,4.0,1.0,100.0,1.0,3.8186033,,3.966252,1.5839207,3.6583726,26.0,223.0,11.0,1100.0,11.0
5599210,4.0,290.0,3.0,3.0,387.0,4.0,6.0,758.0,8.0,5.0,413.0,4.0,6.0,318.0,3.0,,,,,,,1.0,100.0,1.0,,,,,,,4.0,34.0,0.0,3.0,400.0,4.0,3.7868252,,3.3956385,1.5055839,3.4939597,25.0,9.0,,,
3586093,11.0,1838.0,19.0,9.0,1468.0,15.0,9.0,815.0,9.0,4.0,416.0,4.0,10.0,936.0,9.0,,,,,,,1.0,100.0,1.0,2.0,107.0,1.0,,,,6.0,220.0,1.0,,,,3.557446,,4.37974,1.3426406,3.3355196,10.0,23.0,,,
2659159,20.0,1817.0,19.0,14.0,1887.0,19.0,21.0,2369.0,26.0,24.0,3513.0,35.0,11.0,809.0,8.0,7.0,326.0,1.0,2.0,200.0,2.0,,,,,,,2.0,110.0,1.0,12.0,269.0,2.0,1.0,100.0,1.0,3.9145985,,2.9148946,1.6284884,2.4874525,19.0,42.0,,,
89448,13.0,1807.0,20.0,15.0,2187.0,22.0,6.0,449.0,5.0,3.0,213.0,2.0,8.0,548.0,5.0,2.0,75.0,0.0,2.0,200.0,2.0,,,,,,,,,,8.0,121.0,0.0,1.0,100.0,1.0,3.9192028,,4.8252606,1.4905217,3.6787682,13.0,35.0,,,
5406439,10.0,1467.0,15.0,8.0,1390.0,14.0,5.0,482.0,5.0,2.0,316.0,3.0,6.0,438.0,5.0,,,,,,,,,,2.0,285.0,3.0,,,,5.0,122.0,0.0,1.0,200.0,2.0,2.8394072,,4.4698443,2.0148988,3.4757254,32.0,16.0,,,
1224084,15.0,1413.0,14.0,9.0,961.0,10.0,19.0,1877.0,21.0,17.0,1839.0,18.0,12.0,1444.0,16.0,6.0,274.0,1.0,6.0,525.0,5.0,,,,,,,3.0,158.0,1.0,10.0,209.0,1.0,,,,4.2668676,,2.8294942,1.5744747,2.7114785,28.0,35.0,,,
24021,9.0,1331.0,14.0,15.0,1800.0,18.0,4.0,330.0,3.0,4.0,500.0,5.0,7.0,631.0,7.0,2.0,133.0,1.0,3.0,225.0,2.0,,,,,,,1.0,25.0,0.0,5.0,125.0,1.0,1.0,100.0,1.0,3.3197083,,3.6663659,1.9894165,3.623024,4.0,20.0,,,
2641508,23.0,3846.0,39.0,21.0,2842.0,29.0,17.0,1984.0,22.0,12.0,1042.0,10.0,11.0,298.0,3.0,4.0,332.0,2.0,,,,,,,2.0,107.0,1.0,,,,17.0,449.0,3.0,,,,3.0079274,,4.939832,1.6378992,3.2627592,24.0,42.0,,,
2061320,5.0,766.0,9.0,5.0,711.0,7.0,1.0,53.0,0.0,,,,4.0,224.0,2.0,,,,,,,,,,1.0,89.0,1.0,,,,3.0,57.0,0.0,1.0,100.0,1.0,3.9199007,,4.591492,2.0362687,3.2811942,2.0,10.0,,,
2559524,1.0,171.0,2.0,3.0,436.0,5.0,,,,2.0,32.0,0.0,2.0,106.0,1.0,,,,,,,,,,2.0,32.0,0.0,,,,1.0,23.0,0.0,,,,1.5593625,,3.9479685,3.021036,1.9457371,7.0,11.0,,,
1488442,7.0,729.0,8.0,11.0,1174.0,12.0,6.0,535.0,5.0,2.0,26.0,0.0,2.0,325.0,4.0,1.0,33.0,0.0,2.0,125.0,1.0,1.0,100.0,1.0,,,,1.0,25.0,0.0,2.0,28.0,0.0,,,,2.9314053,,4.7755227,1.7198694,3.1383991,12.0,26.0,,,
1990760,3.0,421.0,4.0,7.0,1036.0,11.0,4.0,550.0,6.0,2.0,32.0,0.0,2.0,106.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,,,,2.0,32.0,0.0,,,,2.0,23.0,0.0,,,,3.1027339,,4.0719423,1.8218706,3.7174819,3.0,5.0,,,
1941035,11.0,2267.0,24.0,13.0,2887.0,29.0,6.0,467.0,5.0,7.0,713.0,7.0,7.0,530.0,5.0,,,,,,,,,,,,,,,,8.0,136.0,0.0,,,,3.070192,,4.2803288,1.6914896,3.3641145,151.0,10.0,,,
2058401,7.0,1160.0,13.0,5.0,787.0,8.0,5.0,536.0,6.0,2.0,113.0,1.0,2.0,306.0,3.0,,,,,,,,,,1.0,100.0,1.0,1.0,20.0,0.0,6.0,178.0,0.0,,,,,,,,,,,,,
6693615,27.0,4086.0,43.0,29.0,4861.0,49.0,16.0,1257.0,15.0,10.0,839.0,8.0,15.0,378.0,3.0,3.0,183.0,1.0,7.0,700.0,7.0,,,,,,,1.0,100.0,1.0,18.0,396.0,1.0,,,,3.4833686,,4.778506,1.5624894,3.6117797,44.0,45.0,,,
5936015,12.0,2318.0,26.0,12.0,2087.0,21.0,7.0,815.0,9.0,7.0,613.0,6.0,7.0,42.0,0.0,4.0,258.0,1.0,,,,,,,,,,1.0,100.0,1.0,9.0,167.0,0.0,,,,3.580656,,4.68948,1.4804298,3.6105206,15.0,21.0,,,
5262176,1.0,113.0,1.0,1.0,200.0,2.0,,,,,,,1.0,67.0,1.0,,,,,,,,,,,,,,,,1.0,20.0,0.0,,,,3.0839822,,4.1615043,1.2629203,3.2550442,7.0,0.0,,,
4897754,9.0,1137.0,12.0,5.0,600.0,6.0,4.0,568.0,6.0,1.0,100.0,1.0,6.0,224.0,2.0,1.0,100.0,1.0,,,,,,,1.0,100.0,1.0,,,,5.0,71.0,0.0,,,,3.2882953,,4.9081907,1.3671103,3.3356967,21.0,18.0,,,
24022,19.0,1938.0,19.0,12.0,1987.0,20.0,13.0,941.0,11.0,7.0,580.0,6.0,12.0,1388.0,15.0,1.0,50.0,0.0,5.0,425.0,4.0,,,,2.0,124.0,1.0,2.0,125.0,1.0,12.0,142.0,0.0,,,,3.0237927,,4.6603613,1.6348759,3.1158016,3.0,40.0,,,
5608805,6.0,632.0,7.0,7.0,1311.0,13.0,7.0,910.0,9.0,,,,4.0,212.0,2.0,,,,2.0,200.0,2.0,1.0,100.0,1.0,1.0,89.0,1.0,1.0,100.0,1.0,4.0,46.0,0.0,,,,,,,,,,,,,
4389323,11.0,1342.0,13.0,12.0,2040.0,21.0,13.0,1443.0,16.0,7.0,755.0,7.0,6.0,824.0,8.0,1.0,100.0,1.0,,,,1.0,100.0,1.0,3.0,205.0,2.0,1.0,100.0,1.0,5.0,91.0,0.0,1.0,100.0,1.0,3.4715452,,4.846092,1.5211699,3.4055629,13.0,29.0,,,
2399477,22.0,2982.0,36.0,28.0,3709.0,37.0,24.0,2488.0,24.0,6.0,513.0,5.0,8.0,643.0,7.0,11.0,582.0,3.0,3.0,225.0,2.0,,,,4.0,369.0,4.0,1.0,25.0,0.0,17.0,364.0,1.0,,,,3.4310384,,4.3707047,1.7961682,3.647478,15.0,38.0,1.0,100.0,1.0
7103,1385.0,175727.0,1885.0,999.0,120817.0,1224.0,867.0,74493.0,737.0,906.0,96199.0,944.0,510.0,33638.0,353.0,247.0,18351.0,158.0,86.0,8275.0,77.0,34.0,3400.0,34.0,662.0,71408.0,722.0,99.0,5641.0,47.0,758.0,19887.0,100.0,25.0,2500.0,25.0,2.2233317,,4.7735186,3.2875412,2.2214577,732.0,2874.0,15.0,1064.0,8.0
83718,14.0,1585.0,18.0,20.0,2672.0,27.0,8.0,707.0,7.0,13.0,1139.0,11.0,10.0,842.0,8.0,1.0,33.0,0.0,5.0,500.0,5.0,1.0,100.0,1.0,2.0,189.0,2.0,,,,9.0,133.0,0.0,,,,3.4563165,,4.164069,1.4501729,3.64117,27.0,28.0,,,
1961290,14.0,2159.0,23.0,13.0,2490.0,26.0,4.0,277.0,3.0,14.0,994.0,9.0,9.0,582.0,6.0,1.0,33.0,0.0,,,,,,,1.0,16.0,0.0,,,,9.0,149.0,0.0,,,,1.8131543,,4.877315,2.7568905,2.41566,14.0,49.0,,,
3369769,5.0,498.0,6.0,1.0,200.0,2.0,5.0,517.0,5.0,3.0,400.0,4.0,3.0,216.0,2.0,,,,,,,,,,,,,,,,3.0,69.0,0.0,,,,,,,,,,,,,
1182814,3.0,335.0,4.0,5.0,468.0,5.0,1.0,25.0,0.0,1.0,16.0,0.0,2.0,106.0,1.0,1.0,33.0,0.0,,,,,,,1.0,16.0,0.0,,,,4.0,201.0,2.0,1.0,100.0,1.0,2.7712145,,4.033806,2.291255,3.3336844,19.0,7.0,,,
